ItemCode,Category,SubCategory
CGPG-01,COS & RET,Polisher 
CGPG-02,COS & RET,Polisher 
CGPG-03,COS & RET,Polisher 
CGPG-04,COS & RET,Polisher 
CGPPE-248-0,INF CONTROL,Barrier Sleeves 
CGPPE-248-1,INF CONTROL,Barrier Sleeves 
CGPPE-248-2,INF CONTROL,Barrier Sleeves 
CGRA1/2-100,BUR,LA Burs
CGRA1/4-100,BUR,LA Burs
CGRA1-100,BUR,LA Burs
CGRA2-10,BUR,LA Burs
CGRA2-100,BUR,LA Burs
CGRA3-100,BUR,LA Burs
CGRA331/2-10,BUR,LA Burs
CGRA34-10,BUR,LA Burs
CGRA34-100,BUR,LA Burs
CGRA35-10,BUR,LA Burs
CGRA35-100,BUR,LA Burs
CGRA37-10,BUR,LA Burs
CGRA4-10,BUR,LA Burs
CGRA4-100,BUR,LA Burs
CGRA5-100,BUR,LA Burs
CGRA6-10,BUR,LA Burs
CGRA6-100,BUR,LA Burs
CGRA8-10,BUR,LA Burs
CGRA8-100,BUR,LA Burs
CGRCP-02,ENDO,RC Prime
CGSKH-06-21,ENDO,K Files 
CGSKH-06-25,ENDO,K Files 
CGSKH-06-31,ENDO,K Files 
CGSKH-08-21,ENDO,K Files 
CGSKH-08-25,ENDO,K Files 
CGSKH-08-31,ENDO,K Files 
CGSKH-10-21,ENDO,K Files 
CGSKH-10-25,ENDO,K Files 
CGSKH-10-31,ENDO,K Files 
CGSKH-15/40-21,ENDO,K Files 
CGSKH-15/40-25,ENDO,K Files 
CGSKH-15/40-31,ENDO,K Files 
CGSKH-15-21,ENDO,K Files 
CGSKH-15-25,ENDO,K Files 
CGSKH-15-31,ENDO,K Files 
CGSKH-20-21,ENDO,K Files 
CGSKH-20-25,ENDO,K Files 
CGSKH-20-31,ENDO,K Files 
CGSKH-25-21,ENDO,K Files 
CGSKH-25-25,ENDO,K Files 
CGSKH-25-31,ENDO,K Files 
CGSKH-30-21,ENDO,K Files 
CGSKH-30-25,ENDO,K Files 
CGSKH-30-31,ENDO,K Files 
CGSKH-35-21,ENDO,K Files 
CGSKH-35-25,ENDO,K Files 
CGSKH-35-31,ENDO,K Files 
CGSKH-40-21,ENDO,K Files 
CGSKH-40-25,ENDO,K Files 
CGSKH-40-31,ENDO,K Files 
CGSKH-45/80-21,ENDO,K Files 
CGSKH-45/80-25,ENDO,K Files 
CGSKH-45/80-31,ENDO,K Files 
CGSKH-45-21,ENDO,K Files 
CGSKH-45-25,ENDO,K Files 
CGSKH-45-31,ENDO,K Files 
CGSKH-50-21,ENDO,K Files 
CGSKH-50-25,ENDO,K Files 
CGSKH-50-31,ENDO,K Files 
CGSKH-55-21,ENDO,K Files 
CGSKH-55-25,ENDO,K Files 
CGSKH-55-31,ENDO,K Files 
CGSKH-60-21,ENDO,K Files 
CGSKH-60-25,ENDO,K Files 
CGSKH-60-31,ENDO,K Files 
CGSKH-70-21,ENDO,K Files 
CGSKH-70-25,ENDO,K Files 
CGSKH-70-31,ENDO,K Files 
CGSKH-80-21,ENDO,K Files 
CGST-100,INF CONTROL,Air Water Syringe Tips 
CGST-1500,INF CONTROL,Air Water Syringe Tips 
CGST-250,INF CONTROL,Air Water Syringe Tips 
CGTF7004-10,BUR,TF Burs
CGTF7006-10,BUR,TF Burs
CGTF7104-10,BUR,TF Burs
CGTF7106-100,BUR,TF Burs
CGTF7204-100,BUR,TF Burs
CGTF7205-100,BUR,TF Burs
CGTF7404-10,BUR,TF Burs
CGTF7404-100,BUR,TF Burs
CGTF7406-10,BUR,TF Burs
CGTF7406-100,BUR,TF Burs
CGTF7408-10,BUR,TF Burs
CGTF7408-100,BUR,TF Burs
CGTF7611-10,BUR,TF Burs
CGTF7801-100,BUR,TF Burs
CGTF7802-10,BUR,TF Burs
CGTF7901-10,BUR,TF Burs
CGTF7901-100,BUR,TF Burs
CGTF7902-10,BUR,TF Burs
CGTF7902-100,BUR,TF Burs
CGTF7903-10,BUR,TF Burs
PD-131BULKS,IMP & ACC,Mixing Tips 
PD-211BULKS,IMP & ACC,Mixing Tips 
PD-250BULKS,IMP & ACC,Mixing Tips 
PD-255BULKS,IMP & ACC,Mixing Tips 
PD-260BULKS,IMP & ACC,Mixing Tips 
PD-265BULKS,IMP & ACC,Mixing Tips 
PD-372BULKS,IMP & ACC,Mixing Tips 
PPE-248-0,INF CONTROL,Barrier Sleeves 
PPE-248-1,INF CONTROL,Barrier Sleeves 
PPE-248-2,INF CONTROL,Barrier Sleeves 
TM250BULKS,IMP & ACC,Mixing Tips 
TM255BULKS,IMP & ACC,Mixing Tips 
TM268BULKS,IMP & ACC,Mixing Tips 
CX421,IMP & ACC,Trays
CX422,IMP & ACC,Trays
CX423,IMP & ACC,Trays
CX424,IMP & ACC,Trays
CX425,IMP & ACC,Trays
106-5000B,INF CONTROL,Air Water Syringe Tips 
106-5000O,INF CONTROL,Air Water Syringe Tips 
106-5000P,INF CONTROL,Air Water Syringe Tips 
106-5000Y,INF CONTROL,Air Water Syringe Tips 
BCSAWS,INF CONTROL,Air Water Syringe Tips 
BCSAWSB,INF CONTROL,Air Water Syringe Tips 
BCSAWSCL,INF CONTROL,Air Water Syringe Tips 
BCSAWSWH,INF CONTROL,Air Water Syringe Tips 
TPAFB,PREVENTIVE,Prophy Cup
TPAFC,PREVENTIVE,Prophy Angles 
TPAFCS,PREVENTIVE,Prophy Angles 
TPASCBBLANK,PREVENTIVE,Prophy Angles 
TPASCKRU,PREVENTIVE,Prophy Angles 
TPASCS,PREVENTIVE,Prophy Angles 
TPASEZ,PREVENTIVE,Prophy Angles 
TPASFC1,PREVENTIVE,Prophy Angles 
TPASFC5,PREVENTIVE,Prophy Angles 
TPASSC1,PREVENTIVE,Prophy Angles 
TPASSC5,PREVENTIVE,Prophy Angles 
TPATB,PREVENTIVE,Prophy Angles 
TPLUSPAFC,PREVENTIVE,Prophy Angles 
TPLUSPASC,PREVENTIVE,Prophy Angles 
TPLUSPATB,PREVENTIVE,Prophy Angles 
VTPAFC,PREVENTIVE,Prophy Angles 
VTPASC,PREVENTIVE,Prophy Angles 
YFTHL,PREVENTIVE,Fluoride Tray
YFTHM,PREVENTIVE,Fluoride Tray
YFTHS,PREVENTIVE,Fluoride Tray
ZSABL,EVAC,Surgical Aspirator Tips
ZSABLDH,EVAC,Surgical Aspirator Tips
ZSAGR,EVAC,Surgical Aspirator Tips
ZSAGRDH,EVAC,Surgical Aspirator Tips
ZSAWH,EVAC,Surgical Aspirator Tips
ZSAWHDH,EVAC,Surgical Aspirator Tips
PUTTYJA,COS & RET,
245D,ENDO,Irrigation Needles 
247D,ENDO,Irrigation Needles 
411D,IMP & ACC,Trays
412D,IMP & ACC,Trays
413D,IMP & ACC,Trays
414D,IMP & ACC,Trays
415D,IMP & ACC,Trays
416D,IMP & ACC,Trays
418D,IMP & ACC,Trays
419D,IMP & ACC,Trays
420D,IMP & ACC,Trays
422D,IMP & ACC,Trays
423D,IMP & ACC,Trays
424D,IMP & ACC,Trays
425D,IMP & ACC,Trays
426D,IMP & ACC,Trays
9521735D,IMP & ACC,Trays
9521736D,IMP & ACC,Trays
9521860D,IMP & ACC,Trays
9521861D,IMP & ACC,Trays
9521862D,IMP & ACC,Trays
D009,EVAC,Surgical Aspirator Tips
D010,EVAC,Surgical Aspirator Tips
D011,EVAC,Surgical Aspirator Tips
D110351,IMP & ACC,Mixing Tips 
D1168,COS & RET,Delivery Tips 
D1169,COS & RET,Delivery Tips 
D1170,COS & RET,Delivery Tips 
D125,COS & RET,Prebent Tips
D1357,COS & RET,Prebent Tips
D145,ENDO,Irrigation Needles 
D147,ENDO,Irrigation Needles 
D166-100A,PREVENTIVE,Prophy Angles 
D166-500A,PREVENTIVE,Prophy Angles 
D223,ENDO,Irrigation Needles 
D224,ENDO,Irrigation Needles 
D226,ENDO,Irrigation Needles 
D227,COS & RET,Prebent Tips
D228,COS & RET,Prebent Tips
D229,COS & RET,Prebent Tips
D230,COS & RET,Prebent Tips
D231,COS & RET,Prebent Tips
D232,ENDO,Irrigation Needles 
D238,ENDO,Irrigation Needles 
D239,ENDO,Irrigation Needles 
D241,ENDO,Irrigation Needles 
D242,ENDO,Irrigation Needles 
D244,ENDO,Irrigation Needles 
D246C/412,IMP & ACC,Syringe 
D310W,ENDO,Irrigation Needles 
D417,IMP & ACC,Trays
D802,ENDO,Endo Foam
D803L,ENDO,Endo Foam
D803LT,ENDO,Endo Foam
DCT2200,EVAC,Canister Traps 
DCT2300,EVAC,Canister Traps 
DCT2350,EVAC,Canister Traps 
DCT2400,EVAC,Canister Traps 
DCT2500,EVAC,Canister Traps 
DFT274-100,PREVENTIVE,Fluoride Tray
DFT275-100,PREVENTIVE,Fluoride Tray
DFT276-100,PREVENTIVE,Fluoride Tray
DFT277-100,PREVENTIVE,Fluoride Tray
DFT277-30,PREVENTIVE,Fluoride Tray
DFT278-100,PREVENTIVE,Fluoride Tray
DFT278-30,PREVENTIVE,Fluoride Tray
DFT279-100,PREVENTIVE,Fluoride Tray
DFT279-30,PREVENTIVE,Fluoride Tray
DFT280-100,PREVENTIVE,Fluoride Tray
DFT280-30,PREVENTIVE,Fluoride Tray
DIB-801,WHITENING,
DIB-806H,WHITENING,
DIB-807H,WHITENING,
DIB-809H,WHITENING,
DIB-812H,WHITENING,
DIB-814,WHITENING,
DIB-815H,WHITENING,
DIB-816H,WHITENING,
DKW-800,WHITENING,
DKW-801,WHITENING,
DKW-802,WHITENING,
DKW-803,WHITENING,
DKW-805,WHITENING,
DKW-806,WHITENING,
DPD-105,IMP & ACC,Dymanic Mixing Tips 
DPD-118T,IMP & ACC,Dymanic Mixing Tips 
DPD-119,IMP & ACC,Mixing Tips 
DPD130,IMP & ACC,Cement 
DPD131,ENDO,Cement 
DPD-142,COS & RET,Cement 
DPD-155-20,IMP & ACC,Mixing Tips 
DPD15648,IMP & ACC,Mixing Tips 
DPD15748,IMP & ACC,Mixing Tips 
DPD158-48,IMP & ACC,Mixing Tips 
DPD159-48,IMP & ACC,Mixing Tips 
DPD211-50,IMP & ACC,Mixing Tips 
DPD-220,IMP & ACC,Mixing Tips 
DPD-220P,IMP & ACC,Mixing Tips 
DPD-220T,IMP & ACC,Mixing Tips 
DPD-225,IMP & ACC,Mixing Tips 
DPD250,IMP & ACC,Mixing Tips 
DPD255,IMP & ACC,Mixing Tips 
DPD260,IMP & ACC,Mixing Tips 
DPD265,IMP & ACC,Mixing Tips 
DPD-370,IMP & ACC,Mixing Tips 
DPD-5500,EVAC,Disposable Traps 
DPD-5501,EVAC,Disposable Traps 
DPD-5502,EVAC,Disposable Traps 
DPD-5503,EVAC,Disposable Traps 
DPD-5505,EVAC,Disposable Traps 
DPD-5508,EVAC,Disposable Traps 
DPD-5509,EVAC,Disposable Traps 
DPD-5510,EVAC,Disposable Traps 
DPD-5512,EVAC,Disposable Traps 
DPD-6100,EVAC,Disposable Traps 
DPD-6200,EVAC,Disposable Traps 
DPD-6500,EVAC,Disposable Traps 
DPD-700,X-RAY ACC,Bite Blocks
DPD-710,X-RAY ACC,Bite Blocks
DPD-720,X-RAY ACC,Bite Blocks
DPD-730,X-RAY ACC,Bite Blocks
DPD-740,X-RAY ACC,Bite Blocks
DPD-750,X-RAY ACC,Bite Blocks
DPD-760,X-RAY ACC,Bite Blocks
DPD-770,X-RAY ACC,Bite Blocks
DPD-780,X-RAY ACC,Bite Blocks
DPD-785,X-RAY ACC,Bite Blocks
DPD-790,X-RAY ACC,Bite Blocks
DPD-795,X-RAY ACC,Bite Blocks
DR3008,COS & RET,Bonding
DTM268,IMP & ACC,Mixing Tips 
DTM269,IMP & ACC,Mixing Tips 
N417D,IMP & ACC,Trays
N418D,IMP & ACC,Trays
N419D,IMP & ACC,Trays
N420D,IMP & ACC,Trays
DPA-100F,PREVENTIVE,Prophy Angles 
DPA-100P,PREVENTIVE,Prophy Angles 
DPA-100S,PREVENTIVE,Prophy Angles 
DPA-100T,PREVENTIVE,Prophy Angles 
DSC-BTHWK,WHITENING,In-office Whitening 
DSC-BTHWK-30P,WHITENING,In-office Whitening 
DSC-HEK2016,WHITENING,Take-Home Whitening 
DSC-IOK,WHITENING,In-office Whitening 
50500,INF CONTROL,Barrier Sleeves 
90789,INF CONTROL,Barrier Sleeves 
120086,INF CONTROL,Air Water Syringe Tips 
120087,INF CONTROL,Air Water Syringe Tips 
122210,INF CONTROL,Air Water Syringe Tips 
122211,INF CONTROL,Air Water Syringe Tips 
122212,INF CONTROL,Air Water Syringe Tips 
122213,INF CONTROL,Air Water Syringe Tips 
122214,INF CONTROL,Air Water Syringe Tips 
122215,INF CONTROL,Air Water Syringe Tips 
122218,INF CONTROL,Air Water Syringe Tips 
130010,INF CONTROL,Barrier Sleeves
130080,IMP & ACC,Prophy Cup
130081,IMP & ACC,Prophy Cup
130082,IMP & ACC,Prophy Cup
130083,IMP & ACC,Prophy Cup
552710,INF CONTROL,Barrier Sleeves
552711,INF CONTROL,Barrier Sleeves
552712,INF CONTROL,Barrier Sleeves
552713,INF CONTROL,Barrier Sleeves
552714,INF CONTROL,Barrier Sleeves
552715,INF CONTROL,Barrier Sleeves
644060,INF CONTROL,Barrier Sleeves
644402,INF CONTROL,Barrier Sleeves 
644434,INF CONTROL,Barrier Sleeves 
678536,INF CONTROL,Barrier Sleeves
719453,IMP & ACC,Mixing Tips 
726382,IMP & ACC,Mixing Tips 
965048,PREVENTIVE,Prophy Angles 
965064,PREVENTIVE,Prophy Angles 
965065,PREVENTIVE,Prophy Angles 
965066,PREVENTIVE,Prophy Angles 
965067,PREVENTIVE,Prophy Angles 
965068,PREVENTIVE,Prophy Angles 
965069,PREVENTIVE,Prophy Angles 
965212,PREVENTIVE,Prophy Angles 
965213,PREVENTIVE,Prophy Angles 
965250,PREVENTIVE,Prophy Angles 
965251,PREVENTIVE,Prophy Angles 
965252,PREVENTIVE,Prophy Angles 
965253,PREVENTIVE,Prophy Angles 
965254,PREVENTIVE,Prophy Angles 
965255,PREVENTIVE,Prophy Angles 
965256,PREVENTIVE,Prophy Angles 
965258,PREVENTIVE,Prophy Angles 
965259,PREVENTIVE,Prophy Angles 
965262,PREVENTIVE,Prophy Angles 
965263,PREVENTIVE,Prophy Angles 
965264,PREVENTIVE,Prophy Angles 
965670,PREVENTIVE,Prophy Angles 
965671,PREVENTIVE,Prophy Angles 
965673,PREVENTIVE,Prophy Angles 
965674,PREVENTIVE,Prophy Angles 
965750,PREVENTIVE,Prophy Angles 
965751,PREVENTIVE,Prophy Angles 
965752,PREVENTIVE,Prophy Angles 
965753,PREVENTIVE,Prophy Angles 
965754,PREVENTIVE,Prophy Angles 
965755,PREVENTIVE,Prophy Angles 
965756,PREVENTIVE,Prophy Angles 
965757,PREVENTIVE,Prophy Angles 
965758,PREVENTIVE,Prophy Angles 
965759,PREVENTIVE,Prophy Angles 
965760,PREVENTIVE,Prophy Angles 
965761,PREVENTIVE,Prophy Angles 
965762,PREVENTIVE,Prophy Angles 
965764,PREVENTIVE,Prophy Angles 
965766,PREVENTIVE,Prophy Angles 
965767,PREVENTIVE,Prophy Angles 
965768,PREVENTIVE,Prophy Angles 
965769,PREVENTIVE,Prophy Angles 
965772,PREVENTIVE,Prophy Angles 
965773,PREVENTIVE,Prophy Angles 
965774,PREVENTIVE,Prophy Angles 
64450030,INF CONTROL,Barrier Sleeves
64450035,INF CONTROL,Barrier Sleeves
65090001,INF CONTROL,Barrier Film
65090002,INF CONTROL,Barrier Film
65090003,INF CONTROL,Barrier Film
65090004,INF CONTROL,Barrier Film
0072008CO,IMP & ACC,Mixing Tips 
0072009CO,IMP & ACC,Mixing Tips 
1933003FG,IMP & ACC,Trays
965049-1,PREVENTIVE,Prophy Angles 
965158-1,PREVENTIVE,Prophy Angles 
965158-2,PREVENTIVE,Prophy Angles 
965159-1,PREVENTIVE,Prophy Angles 
965159-2,PREVENTIVE,Prophy Angles 
A88005,INF CONTROL,Barrier Sleeves
A88006,INF CONTROL,Barrier Sleeves
A88007,INF CONTROL,Barrier Sleeves
A88008,INF CONTROL,Barrier Sleeves
A880095,INF CONTROL,Barrier Sleeves
A880105,INF CONTROL,Barrier Sleeves
A880115,INF CONTROL,Barrier Sleeves
A88013,INF CONTROL,Barrier Sleeves
A88014,INF CONTROL,Barrier Sleeves
A88015,INF CONTROL,Barrier Sleeves
A88016,INF CONTROL,Barrier Sleeves
A88019,INF CONTROL,Barrier Sleeves
AD32010FG,PREVENTIVE,Fluoride Tray
AD32011FG,PREVENTIVE,Fluoride Tray
AD32012FG,PREVENTIVE,Fluoride Tray
AD32013FG,PREVENTIVE,Fluoride Tray
AD32101FG,PREVENTIVE,Fluoride Tray
AD32102FG,PREVENTIVE,Fluoride Tray
AD32103FG,PREVENTIVE,Fluoride Tray
AD33000FG,IMP & ACC,Trays
AD33001FG,IMP & ACC,Trays
AD33002FG,IMP & ACC,Trays
AD33003FG,IMP & ACC,Trays
AD33004FG,IMP & ACC,Trays
AD33005FG,IMP & ACC,Trays
AD33050FG,IMP & ACC,Trays
AD33051FG,IMP & ACC,Trays
AD33052FG,IMP & ACC,Trays
AD33053FG,IMP & ACC,Trays
AD33054FG,IMP & ACC,Trays
AD33055FG,IMP & ACC,Trays
AD33056FG,IMP & ACC,Trays
AD33057FG,IMP & ACC,Trays
AD33058FG,IMP & ACC,Trays
AD33059FG,IMP & ACC,Trays
AD33060FG,IMP & ACC,Trays
B00IQ00079BAR,INF CONTROL,Barrier Sleeves 
B00IQ00097BAR,INF CONTROL,Barrier Sleeves 
B00IQ00105BAR,INF CONTROL,Barrier Sleeves 
B00IQ00129BAR,INF CONTROL,Barrier Sleeves 
EHOC910349L0001,INF CONTROL,Barrier Sleeves 
EHOC910350L0001,INF CONTROL,Barrier Sleeves 
TW11709R,WHITENING,Take-Home Whitening 
M00CO00079BAR,INF CONTROL,Barrier Sleeves 
M00CO00097BAR,INF CONTROL,Barrier Sleeves 
M00CO00105BAR,INF CONTROL,Barrier Sleeves 
M00CO00129BAR,INF CONTROL,Barrier Sleeves 
T00IQ00079BAR,INF CONTROL,Barrier Sleeves 
T00IQ00097BAR,INF CONTROL,Barrier Sleeves 
T00IQ00105BAR,INF CONTROL,Barrier Sleeves 
T00IQ00129BAR,INF CONTROL,Barrier Sleeves 
XSIQEM1SL,INF CONTROL,Barrier Sleeves 
004-DHP,COS & RET,Dappen Dishes 
110351-DHP,IMP & ACC,Mixing Tips 
125DHP,COS & RET,Delivery Tips 
1351-12DHP,COS & RET,Etch 
13512DHP,COS & RET,Etch 
1351-60DHP,COS & RET,Etch 
1354DHP,COS & RET,Etch 
227DHP,COS & RET,Prebent Needles 
229DHP,COS & RET,Prebent Needles 
230DHP,COS & RET,Prebent Needles 
231DHP,COS & RET,Irrigation Needles
233DHP,COS & RET,Irrigation Needles
234DHP,COS & RET,Irrigation Needles
235DHP,COS & RET,Irrigation Needles
236DHP,COS & RET,Irrigation Needles
237DHP,COS & RET,Irrigation Needles
238-100DHP,PREVENTIVE,Prophy Angles 
238DHP,ENDO,Irrigation Needles 
239DHP,ENDO,Irrigation Needles 
240DHP,ENDO,Irrigation Needles 
242DHP,ENDO,Irrigation Needles 
244DHP,ENDO,Irrigation Needles 
245DHP,ENDO,Irrigation Needles 
246C/412DHP,IMP & ACC,Syringe 
249-100DHP,PREVENTIVE,Prophy Angles 
250-100DHP,PREVENTIVE,Prophy Angles 
411DHP,IMP & ACC,Trays
412DHP,IMP & ACC,Trays
413DHP,IMP & ACC,Trays
414DHP,IMP & ACC,Trays
415DHP,IMP & ACC,Trays
416DHP,IMP & ACC,Trays
417DHP,IMP & ACC,Trays
418DHP,IMP & ACC,Trays
419DHP,IMP & ACC,Trays
420DHP,IMP & ACC,Trays
422DHP,IMP & ACC,Trays
423DHP,IMP & ACC,Trays
424DHP,IMP & ACC,Trays
425DHP,IMP & ACC,Trays
426DHP,IMP & ACC,Trays
802TLDHP,ENDO,Endo Foam
803LDPH,ENDO,Endo Foam
803TDHP,ENDO,Endo Foam
8300DHP,COS & RET,Composite 
8301DHP,COS & RET,Composite 
8302DHP,COS & RET,Composite 
8303DHP,COS & RET,Composite 
8304DHP,COS & RET,Composite 
8305DHP,COS & RET,Composite 
8306DHP,COS & RET,Composite 
8307DHP,COS & RET,Composite 
8312DHP,COS & RET,Composite 
8313DHP,COS & RET,Composite 
8318DHP,COS & RET,Composite 
DH009,EVAC,Surgical Aspirator Tips
DHP008,EVAC,Surgical Aspirator Tips
DHP009,EVAC,Surgical Aspirator Tips
DHP010,EVAC,Surgical Aspirator Tips
DHP100L,INF CONTROL,Barrier Sleeves 
DHP100S,INF CONTROL,Barrier Sleeves 
DHP100SE,INF CONTROL,Barrier Sleeves 
DHP100ST,INF CONTROL,Barrier Sleeves 
DHP101,INF CONTROL,Barrier Sleeves 
DHP101A,INF CONTROL,Barrier Sleeves 
DHP101A-16,INF CONTROL,Barrier Sleeves 
DHP102,INF CONTROL,Barrier Sleeves 
DHP103,INF CONTROL,Barrier Sleeves 
DHP103-150W,INF CONTROL,Air Water Syringe Tips 
DHP105-1500AST,INF CONTROL,Air Water Syringe Tips 
DHP105-250AST,INF CONTROL,Air Water Syringe Tips 
DHP106-250C,INF CONTROL,Air Water Syringe Tips 
DHP108-250AST,INF CONTROL,Air Water & Sleeves 
DHP109,INF CONTROL,Barrier Sleeves 
DHP111,INF CONTROL,Barrier Sleeves 
DHP111LHS,INF CONTROL,Barrier Sleeves 
DHP112,INF CONTROL,Barrier Sleeves 
DHP130,COS & RET,Cement 
DHPC101,INF CONTROL,Barrier Film 
DHPC101B,INF CONTROL,Barrier Film 
DHP-PD-105,IMP & ACC,Dymanic Mixing Tips 
DHPPD-115P,IMP & ACC,Impression Gun
DHP-PD-118G,IMP & ACC,Dymanic Mixing Tips 
DHP-PD-118T,IMP & ACC,Dymanic Mixing Tips 
DHP-PD120,COS & RET,C&B
DHP-PD121,COS & RET,C&B
DHP-PD122,COS & RET,C&B
DHPPD-177,IMP & ACC,Impression Gun
DHP-PD211-50,IMP & ACC,Mixing Tips 
DHPPD-905,COS & RET,Mixing Sticks 
DHP-PE-VI-01,ENDO,Vitality Spray 
DHPST-250,INF CONTROL,Air Water Syringe Tips 
DX-405DHP,INF CONTROL,Barrier Sleeves 
DX-406DHP,INF CONTROL,Barrier Sleeves 
FT259-100DHP,PREVENTIVE,Fluoride Tray
FT260-100DHP,PREVENTIVE,Fluoride Tray
FT261-100DHP,PREVENTIVE,Fluoride Tray
FT262-100DHP,PREVENTIVE,Fluoride Tray
FT264-100DHP,PREVENTIVE,Fluoride Tray
FT265-100DHP,PREVENTIVE,Fluoride Tray
FT266-100DHP,PREVENTIVE,Fluoride Tray
HT250,IMP & ACC,Mixing Tips 
HT255,IMP & ACC,Mixing Tips 
HT265,IMP & ACC,Mixing Tips 
HT267,IMP & ACC,Mixing Tips 
HT268,IMP & ACC,Mixing Tips 
N417DHP,IMP & ACC,Trays
N418DHP,IMP & ACC,Trays
N419DHP,IMP & ACC,Trays
N420DHP,IMP & ACC,Trays
PD131DHP,IMP & ACC,Mixing Tips 
PD220DHP,IMP & ACC,Mixing Tips 
PD225DHP,IMP & ACC,Mixing Tips 
PD250DHP,IMP & ACC,Mixing Tips 
PD255DHP,IMP & ACC,Mixing Tips 
PD260DHP,IMP & ACC,Mixing Tips 
PD265DHP,IMP & ACC,Mixing Tips 
PD-7701DHP,COS & RET,Composite 
PD-7702DHP,COS & RET,Composite 
PD-7703DHP,COS & RET,Composite 
PD-7704DHP,COS & RET,Composite 
PD-7705DHP,COS & RET,Composite 
PD-7721DHP,COS & RET,Composite 
PD-7722DHP,COS & RET,Composite 
PD-7723DHP,COS & RET,Composite 
PD-7724DHP,COS & RET,Composite 
PD-7725DHP,COS & RET,Composite 
PD-7726DHP,COS & RET,Composite 
PD-7729DHP,COS & RET,Composite 
PD-7832DHP,COS & RET,Composite 
PD-8013DHP,COS & RET,Composite 
R3007DHP,COS & RET,Bonding
R3008DHP,COS & RET,Bonding
BY500,INF CONTROL,
PA2-5523-S,PREVENTIVE,Prophy Angles 
PA2-5525-F,PREVENTIVE,Prophy Angles 
UPC-9020-S,PREVENTIVE,Prophy Angles 
UPC-9021-F,PREVENTIVE,Prophy Angles 
EE223,ENDO,Irrigation Needles 
EE224,ENDO,Irrigation Needles 
EE226,ENDO,Irrigation Needles 
EE232,ENDO,Irrigation Needles 
EE233,ENDO,Irrigation Needles 
EE234,ENDO,Irrigation Needles 
EE235,ENDO,Irrigation Needles 
EE236,ENDO,Irrigation Needles 
EE237,ENDO,Irrigation Needles 
EE238,ENDO,Irrigation Needles 
EE239,ENDO,Irrigation Needles 
EE240,ENDO,Syringe
EE241,ENDO,Syringe
EE242,ENDO,Syringe
EE244,ENDO,Irrigation Needles 
EE245,ENDO,Irrigation Needles 
EE246C/412,ENDO,Syringe 
EE247,ENDO,Irrigation Needles 
EE310W,ENDO,Irrigation Needles 
EEMTA-01,ENDO,MTA Carrier
EEMTA-02,ENDO,MTA Carrier
EEMTA-03,ENDO,MTA Carrier
EEMTA-04,ENDO,MTA Carrier
EEPE-CHXB,ENDO,Endo Solutions 
EEPE-EDB,ENDO,Endo Solutions 
EEPE-SHB,ENDO,
EEPE-VI-01,ENDO,Vitality Spray 
PF19CS,ENDO,
PF19OS,ENDO,
PF2113,ENDO,Glide Path Files 
PF2117,ENDO,Glide Path Files 
PF2125,ENDO,
PF2130,ENDO,
PF2135,ENDO,
PF2140,ENDO,
PF2150,ENDO,
PF2160,ENDO,
PF21AS,ENDO,
PF21IP,ENDO,
PF2513,ENDO,Glide Path Files 
PF2517,ENDO,Glide Path Files 
PF2525,ENDO,
PF2530,ENDO,
PF2535,ENDO,
PF2540,ENDO,
PF2550,ENDO,
PF2560,ENDO,
PF25AS,ENDO,
PF25IP,ENDO,
PF3113,ENDO,Glide Path Files 
PF3117,ENDO,Glide Path Files 
PF3125,ENDO,
PF3130,ENDO,
PF3135,ENDO,
PF3140,ENDO,
PF3150,ENDO,
PF3160,ENDO,
PF31AS,ENDO,
159122,WHITENING,
159124,WHITENING,
169122,WHITENING,
169124,WHITENING,
659122,WHITENING,
659124,WHITENING,
659126,WHITENING,
669122,WHITENING,
669124,WHITENING,
669126,WHITENING,
2581062,WHITENING,
258105210,WHITENING,
2581024010,WHITENING,
2581052106,WHITENING,
25810240910,WHITENING,
159124-PRE,WHITENING,
25810240910FX,WHITENING,
258113ECO,WHITENING,
259123TIPS,WHITENING,
259126DEMO30,WHITENING,
659124BAG,WHITENING,
659124DB,WHITENING,
659124GB,WHITENING,
GCR-01,WHITENING,
SHGU20,WHITENING,
SYRINGE24,WHITENING,
SYRINGE30,WHITENING,
SYRINGETIPS,WHITENING,
008HS,EVAC,Surgical Aspirator Tips
009HS,EVAC,Surgical Aspirator Tips
010HS,EVAC,Surgical Aspirator Tips
100ES,INF CONTROL,Air Water Syringe Tips 
100HS,INF CONTROL,Barrier Sleeves 
101ES,INF CONTROL,Barrier Sleeves 
103-150HS,INF CONTROL,Air Water Syringe Tips 
103-1600HS,INF CONTROL,Air Water Syringe Tips 
106ES,INF CONTROL,Air Water Syringe Tips 
109-1000HS,INF CONTROL,Air Water Syringe Tips 
109-150HS,INF CONTROL,Air Water Syringe Tips 
109ES,INF CONTROL,Barrier Sleeves 
112ES,INF CONTROL,Barrier Sleeves 
168-100HS,PREVENTIVE,Prophy Angles 
188-100HS,PREVENTIVE,Prophy Angles 
223HS,ENDO,Irrigation Needles 
224HS,ENDO,Irrigation Needles 
226HS,ENDO,Irrigation Needles 
232HS,ENDO,Irrigation Needles 
238HS,ENDO,Irrigation Needles 
239HS,ENDO,Irrigation Needles 
244HS,ENDO,Irrigation Needles 
245HS,ENDO,Irrigation Needles 
